id before_type
103205 VISIT_EVENT
103565 VISIT_EVENT
103223 VISIT_EVENT
103065 VISIT_EVENT
103104 VISIT_EVENT
103203 VISIT_EVENT
103219 VISIT_EVENT
103218 VISIT_EVENT
103160 VISIT_EVENT
76150 VISIT_EVENT
76056 VISIT_EVENT
76058 VISIT_EVENT
76053 VISIT_EVENT
76149 VISIT_EVENT
76055 VISIT_EVENT
76057 VISIT_EVENT
76054 VISIT_EVENT
75887 VISIT_EVENT
76005 VISIT_EVENT
75836 VISIT_EVENT
75992 VISIT_EVENT
75918 VISIT_EVENT
76015 VISIT_EVENT
75837 VISIT_EVENT
76013 VISIT_EVENT
76009 VISIT_EVENT
75999 VISIT_EVENT
76008 VISIT_EVENT
75930 VISIT_EVENT
75923 VISIT_EVENT
76018 VISIT_EVENT
75931 VISIT_EVENT
75985 VISIT_EVENT
75988 VISIT_EVENT
75913 VISIT_EVENT
75998 VISIT_EVENT
76014 VISIT_EVENT
75872 VISIT_EVENT
75983 VISIT_EVENT
75915 VISIT_EVENT
75875 VISIT_EVENT
75991 VISIT_EVENT
75886 VISIT_EVENT
75996 VISIT_EVENT
75916 VISIT_EVENT
76010 VISIT_EVENT
75926 VISIT_EVENT
76017 VISIT_EVENT
75919 VISIT_EVENT
75928 VISIT_EVENT
75920 VISIT_EVENT
75841 VISIT_EVENT
75904 VISIT_EVENT
75889 VISIT_EVENT
75917 VISIT_EVENT
75888 VISIT_EVENT
75874 VISIT_EVENT
919 FIRST
1696 "CONDITION_EVENT VISIT_EVENT"
75927 VISIT_EVENT
75839 VISIT_EVENT
76003 VISIT_EVENT
75884 VISIT_EVENT
75914 VISIT_EVENT
75910 VISIT_EVENT
76011 VISIT_EVENT
75921 VISIT_EVENT
76001 VISIT_EVENT
76012 VISIT_EVENT
76007 VISIT_EVENT
75883 VISIT_EVENT
75929 VISIT_EVENT
75980 VISIT_EVENT
75987 VISIT_EVENT
75843 VISIT_EVENT
75905 VISIT_EVENT
75909 VISIT_EVENT
75838 VISIT_EVENT
75997 VISIT_EVENT
75907 VISIT_EVENT
75993 VISIT_EVENT
75912 VISIT_EVENT
75871 VISIT_EVENT
76004 VISIT_EVENT
75994 VISIT_EVENT
76006 VISIT_EVENT
75995 VISIT_EVENT
75986 VISIT_EVENT
75981 VISIT_EVENT
75903 VISIT_EVENT
75906 VISIT_EVENT
75925 VISIT_EVENT
75990 VISIT_EVENT
75840 VISIT_EVENT
75924 VISIT_EVENT
75911 VISIT_EVENT
75922 VISIT_EVENT
76002 VISIT_EVENT
76000 VISIT_EVENT
75873 VISIT_EVENT
75908 VISIT_EVENT
75835 VISIT_EVENT
75870 VISIT_EVENT
75842 VISIT_EVENT
75989 VISIT_EVENT
76016 VISIT_EVENT
144846 FIRST
144849 FIRST
713 FIRST
144845 FIRST
144844 FIRST
144855 FIRST
144854 FIRST
144859 FIRST
144837 FIRST
144861 FIRST
144858 FIRST
144860 FIRST
144850 FIRST
144879 FIRST
144856 FIRST
144847 FIRST
144841 FIRST
144865 FIRST
144842 FIRST
144848 FIRST
144857 FIRST
144852 FIRST
144851 FIRST
144838 FIRST
144853 FIRST
144840 FIRST
144843 FIRST
144862 FIRST
144864 FIRST
144839 FIRST
144863 FIRST
144836 FIRST
199280 FIRST
199279 FIRST
141267 CONDITION_EVENT
141268 FIRST
141266 FIRST
1570 CONDITION_EVENT
148435 FIRST
148422 FIRST
148443 FIRST
148425 FIRST
148449 FIRST
148430 FIRST
148451 FIRST
148439 FIRST
148441 FIRST
148444 FIRST
148442 FIRST
148452 FIRST
148445 FIRST
148453 FIRST
148429 FIRST
148421 FIRST
148450 FIRST
148431 FIRST
148448 FIRST
148433 FIRST
148423 FIRST
148438 FIRST
148426 FIRST
148424 FIRST
148440 FIRST
148428 FIRST
148437 FIRST
148427 FIRST
148432 FIRST
148447 FIRST
148454 FIRST
148434 FIRST
148455 FIRST
148469 FIRST
148446 FIRST
148436 FIRST
143472 FIRST
143374 FIRST
143440 FIRST
143452 FIRST
143362 FIRST
143436 FIRST
143330 FIRST
143309 FIRST
143314 FIRST
143328 FIRST
143377 FIRST
143535 FIRST
143470 FIRST
143468 FIRST
143459 FIRST
143478 FIRST
143335 FIRST
143483 FIRST
143463 FIRST
143473 FIRST
143339 FIRST
143320 FIRST
143471 FIRST
143345 FIRST
143317 FIRST
143465 FIRST
143481 FIRST
143475 FIRST
143447 FIRST
143349 FIRST
143326 FIRST
143336 FIRST
143308 FIRST
143337 FIRST
143448 FIRST
143444 FIRST
143356 FIRST
143341 FIRST
143376 FIRST
143378 FIRST
143371 FIRST
143358 FIRST
143551 FIRST
143453 FIRST
143327 FIRST
143439 FIRST
143443 FIRST
143324 FIRST
143325 FIRST
143375 FIRST
143342 FIRST
143360 FIRST
143437 FIRST
143441 FIRST
143460 FIRST
143449 FIRST
143480 FIRST
143321 FIRST
143454 FIRST
143346 FIRST
143365 FIRST
143367 FIRST
143368 FIRST
143372 FIRST
143364 FIRST
143310 FIRST
143455 FIRST
143486 FIRST
143329 FIRST
143363 FIRST
143464 FIRST
143353 FIRST
143333 FIRST
143315 FIRST
143311 FIRST
143451 FIRST
143469 FIRST
143366 FIRST
143458 FIRST
143347 FIRST
143316 FIRST
143461 FIRST
143438 FIRST
143477 FIRST
143354 FIRST
143479 FIRST
143352 FIRST
143348 FIRST
143398 FIRST
143462 FIRST
599 FIRST
620 FIRST
483 FIRST
143313 FIRST
143485 FIRST
143361 FIRST
143457 FIRST
143456 FIRST
143355 FIRST
143474 FIRST
143484 FIRST
143369 FIRST
143344 FIRST
143445 FIRST
143450 FIRST
143318 FIRST
143476 FIRST
143359 FIRST
143351 FIRST
143370 FIRST
143312 FIRST
143334 FIRST
143466 FIRST
143340 FIRST
143446 FIRST
143467 FIRST
143442 FIRST
143357 FIRST
143319 FIRST
143343 FIRST
143332 FIRST
143331 FIRST
143373 FIRST
143482 FIRST
143322 FIRST
143323 FIRST
143338 FIRST
143350 FIRST
200543 FIRST
200561 TREATMENT_EVENT
200539 TREATMENT_EVENT
200535 FIRST
200551 FIRST
200512 FIRST
200545 TREATMENT_EVENT
200534 TREATMENT_EVENT
200518 TREATMENT_EVENT
200557 TREATMENT_EVENT
200522 TREATMENT_EVENT
200530 FIRST
200536 FIRST
200552 TREATMENT_EVENT
200524 FIRST
200562 FIRST
200538 FIRST
200527 FIRST
200541 FIRST
200569 FIRST
200528 TREATMENT_EVENT
200566 FIRST
200565 FIRST
200516 FIRST
200544 TREATMENT_EVENT
200549 TREATMENT_EVENT
200510 FIRST
200511 FIRST
200558 FIRST
200509 FIRST
200529 FIRST
200548 TREATMENT_EVENT
200507 FIRST
200521 FIRST
200517 TREATMENT_EVENT
200568 FIRST
200520 TREATMENT_EVENT
200564 FIRST
200515 FIRST
200537 FIRST
200555 TREATMENT_EVENT
200567 FIRST
200514 FIRST
200533 TREATMENT_EVENT
200526 TREATMENT_EVENT
200553 FIRST
200550 FIRST
200506 FIRST
200525 FIRST
200513 FIRST
200547 FIRST
200542 FIRST
200540 FIRST
200556 TREATMENT_EVENT
200508 FIRST
200519 FIRST
200523 TREATMENT_EVENT
200563 FIRST
200531 FIRST
200559 TREATMENT_EVENT
200546 TREATMENT_EVENT
200532 FIRST
200554 TREATMENT_EVENT
200560 TREATMENT_EVENT
141318 FIRST
141317 FIRST
141316 FIRST
107689 VISIT_EVENT
107693 VISIT_EVENT
107691 VISIT_EVENT
107700 VISIT_EVENT
107694 VISIT_EVENT
107696 VISIT_EVENT
107690 VISIT_EVENT
107692 VISIT_EVENT
107697 VISIT_EVENT
107705 "CONDITION_EVENT VISIT_EVENT"
107695 VISIT_EVENT
107702 VISIT_EVENT
107698 VISIT_EVENT
107699 VISIT_EVENT
107704 VISIT_EVENT
107703 VISIT_EVENT
107701 VISIT_EVENT
107557 VISIT_EVENT
107547 VISIT_EVENT
107683 VISIT_EVENT
107567 VISIT_EVENT
107554 VISIT_EVENT
107548 VISIT_EVENT
107556 VISIT_EVENT
107553 VISIT_EVENT
107684 VISIT_EVENT
107550 VISIT_EVENT
107686 VISIT_EVENT
107555 VISIT_EVENT
107551 VISIT_EVENT
107564 VISIT_EVENT
107562 VISIT_EVENT
107563 VISIT_EVENT
107546 VISIT_EVENT
107565 VISIT_EVENT
107687 VISIT_EVENT
107688 VISIT_EVENT
107549 VISIT_EVENT
107566 VISIT_EVENT
107559 VISIT_EVENT
107552 VISIT_EVENT
107558 VISIT_EVENT
107561 VISIT_EVENT
107560 VISIT_EVENT
102633 VISIT_EVENT
102634 VISIT_EVENT
102235 VISIT_EVENT
102231 VISIT_EVENT
102049 VISIT_EVENT
102309 VISIT_EVENT
102198 VISIT_EVENT
102319 VISIT_EVENT
102197 VISIT_EVENT
102316 VISIT_EVENT
102225 VISIT_EVENT
102218 VISIT_EVENT
102228 VISIT_EVENT
102311 VISIT_EVENT
102054 VISIT_EVENT
102119 VISIT_EVENT
102312 VISIT_EVENT
102223 VISIT_EVENT
102057 VISIT_EVENT
1342 CONDITION_EVENT
102227 VISIT_EVENT
102238 VISIT_EVENT
102120 VISIT_EVENT
102230 VISIT_EVENT
102217 VISIT_EVENT
102229 VISIT_EVENT
102126 VISIT_EVENT
102327 VISIT_EVENT
102308 VISIT_EVENT
102121 VISIT_EVENT
102051 VISIT_EVENT
102055 VISIT_EVENT
102328 VISIT_EVENT
102219 VISIT_EVENT
102315 VISIT_EVENT
102123 VISIT_EVENT
102321 VISIT_EVENT
102330 VISIT_EVENT
102322 VISIT_EVENT
102314 VISIT_EVENT
102320 VISIT_EVENT
102313 VISIT_EVENT
102317 VISIT_EVENT
102118 VISIT_EVENT
102237 VISIT_EVENT
102234 VISIT_EVENT
102050 VISIT_EVENT
102324 VISIT_EVENT
102220 VISIT_EVENT
102226 VISIT_EVENT
102224 VISIT_EVENT
102052 VISIT_EVENT
102236 VISIT_EVENT
102124 VISIT_EVENT
102233 VISIT_EVENT
102326 VISIT_EVENT
102318 VISIT_EVENT
102125 VISIT_EVENT
102232 VISIT_EVENT
102053 VISIT_EVENT
102199 VISIT_EVENT
102325 VISIT_EVENT
102221 VISIT_EVENT
102323 VISIT_EVENT
102222 VISIT_EVENT
102329 VISIT_EVENT
102127 VISIT_EVENT
102056 VISIT_EVENT
198351 FIRST
198344 FIRST
198341 FIRST
198342 FIRST
198352 FIRST
198349 FIRST
198345 TREATMENT_EVENT
198348 FIRST
198343 FIRST
198346 TREATMENT_EVENT
198350 FIRST
198347 TREATMENT_EVENT
188999 FIRST
188992 FIRST
188998 TREATMENT_EVENT
188995 FIRST
188994 FIRST
188996 FIRST
189000 VISIT_EVENT
188993 FIRST
188997 TREATMENT_EVENT
185918 FIRST
185920 FIRST
185921 FIRST
185926 VISIT_EVENT
185922 TREATMENT_EVENT
185919 FIRST
185925 FIRST
185917 FIRST
185924 TREATMENT_EVENT
185923 TREATMENT_EVENT
181279 TREATMENT_EVENT
181276 FIRST
181280 "CONDITION_EVENT TREATMENT_EVENT"
181275 FIRST
181278 FIRST
181274 FIRST
181281 VISIT_EVENT
181277 FIRST
181282 VISIT_EVENT
140062 FIRST
141435 FIRST
141434 FIRST
140065 CONDITION_EVENT
141432 FIRST
141433 FIRST
140063 FIRST
140064 FIRST
138879 FIRST
138835 FIRST
138552 FIRST
138551 FIRST
138834 FIRST
138554 CONDITION_EVENT
138880 CONDITION_EVENT
138553 FIRST
121089 VISIT_EVENT
120827 VISIT_EVENT
120664 VISIT_EVENT
120800 VISIT_EVENT
120608 VISIT_EVENT
120825 VISIT_EVENT
120834 VISIT_EVENT
120823 VISIT_EVENT
120812 VISIT_EVENT
120818 VISIT_EVENT
120658 VISIT_EVENT
120983 VISIT_EVENT
120653 VISIT_EVENT
120747 VISIT_EVENT
120656 VISIT_EVENT
120647 VISIT_EVENT
120984 VISIT_EVENT
120568 VISIT_EVENT
120663 VISIT_EVENT
120601 VISIT_EVENT
120573 VISIT_EVENT
121034 VISIT_EVENT
120570 VISIT_EVENT
120655 VISIT_EVENT
121027 VISIT_EVENT
120837 VISIT_EVENT
120660 VISIT_EVENT
120822 VISIT_EVENT
120649 VISIT_EVENT
120988 VISIT_EVENT
121032 VISIT_EVENT
120604 VISIT_EVENT
120815 VISIT_EVENT
120813 VISIT_EVENT
120838 VISIT_EVENT
120830 VISIT_EVENT
120646 VISIT_EVENT
120600 VISIT_EVENT
120820 VISIT_EVENT
120639 VISIT_EVENT
120829 VISIT_EVENT
120809 VISIT_EVENT
120819 VISIT_EVENT
121030 VISIT_EVENT
120662 VISIT_EVENT
120603 VISIT_EVENT
120826 VISIT_EVENT
120835 VISIT_EVENT
120806 VISIT_EVENT
120645 VISIT_EVENT
121026 VISIT_EVENT
120804 VISIT_EVENT
120814 VISIT_EVENT
120807 VISIT_EVENT
120833 VISIT_EVENT
120985 VISIT_EVENT
120803 VISIT_EVENT
120986 VISIT_EVENT
120657 VISIT_EVENT
120839 VISIT_EVENT
120602 VISIT_EVENT
120566 VISIT_EVENT
121031 VISIT_EVENT
120824 VISIT_EVENT
120665 VISIT_EVENT
120799 VISIT_EVENT
120648 VISIT_EVENT
120810 VISIT_EVENT
120637 VISIT_EVENT
120644 VISIT_EVENT
120605 VISIT_EVENT
121090 "TREATMENT_EVENT VISIT_EVENT"
121086 VISIT_EVENT
121028 VISIT_EVENT
120654 VISIT_EVENT
121029 VISIT_EVENT
120569 VISIT_EVENT
120643 VISIT_EVENT
120661 VISIT_EVENT
120922 VISIT_EVENT
120651 VISIT_EVENT
120811 VISIT_EVENT
120606 VISIT_EVENT
120572 VISIT_EVENT
120638 VISIT_EVENT
121033 VISIT_EVENT
120821 VISIT_EVENT
120836 VISIT_EVENT
120831 VISIT_EVENT
120565 VISIT_EVENT
120832 VISIT_EVENT
121088 VISIT_EVENT
120607 VISIT_EVENT
120567 VISIT_EVENT
120659 VISIT_EVENT
120987 VISIT_EVENT
120828 VISIT_EVENT
120808 VISIT_EVENT
120816 VISIT_EVENT
120571 VISIT_EVENT
120817 VISIT_EVENT
121087 VISIT_EVENT
120840 VISIT_EVENT
120650 VISIT_EVENT
120805 VISIT_EVENT
120652 VISIT_EVENT
73506 VISIT_EVENT
73531 VISIT_EVENT
73496 VISIT_EVENT
73568 VISIT_EVENT
73521 VISIT_EVENT
73508 VISIT_EVENT
73516 VISIT_EVENT
73520 VISIT_EVENT
73512 VISIT_EVENT
73495 VISIT_EVENT
74247 VISIT_EVENT
73599 VISIT_EVENT
73502 VISIT_EVENT
73513 VISIT_EVENT
73510 VISIT_EVENT
73526 VISIT_EVENT
73519 VISIT_EVENT
73527 VISIT_EVENT
73595 VISIT_EVENT
73698 VISIT_EVENT
73598 VISIT_EVENT
73529 VISIT_EVENT
73613 VISIT_EVENT
73699 VISIT_EVENT
74250 VISIT_EVENT
74253 VISIT_EVENT
73525 VISIT_EVENT
73518 VISIT_EVENT
73517 VISIT_EVENT
73596 VISIT_EVENT
73492 VISIT_EVENT
73594 VISIT_EVENT
73511 VISIT_EVENT
73514 VISIT_EVENT
73515 VISIT_EVENT
73523 VISIT_EVENT
73570 VISIT_EVENT
73501 VISIT_EVENT
73497 VISIT_EVENT
74255 VISIT_EVENT
74248 VISIT_EVENT
73504 VISIT_EVENT
73696 VISIT_EVENT
74254 VISIT_EVENT
73507 VISIT_EVENT
73524 VISIT_EVENT
73612 VISIT_EVENT
73499 VISIT_EVENT
73528 VISIT_EVENT
74249 VISIT_EVENT
74251 VISIT_EVENT
73522 VISIT_EVENT
73509 VISIT_EVENT
73697 VISIT_EVENT
73500 VISIT_EVENT
73491 VISIT_EVENT
74252 VISIT_EVENT
73597 VISIT_EVENT
73503 VISIT_EVENT
73532 VISIT_EVENT
73505 VISIT_EVENT
73530 VISIT_EVENT
73498 VISIT_EVENT
73700 VISIT_EVENT
73391 VISIT_EVENT
73386 VISIT_EVENT
73330 VISIT_EVENT
73304 VISIT_EVENT
73352 VISIT_EVENT
73336 VISIT_EVENT
73334 VISIT_EVENT
73394 VISIT_EVENT
73388 VISIT_EVENT
73379 VISIT_EVENT
73308 VISIT_EVENT
73393 VISIT_EVENT
73305 VISIT_EVENT
73380 VISIT_EVENT
73309 VISIT_EVENT
73346 VISIT_EVENT
73381 VISIT_EVENT
73399 VISIT_EVENT
73353 VISIT_EVENT
73382 VISIT_EVENT
73335 VISIT_EVENT
73384 VISIT_EVENT
73338 VISIT_EVENT
73306 VISIT_EVENT
73345 VISIT_EVENT
73396 VISIT_EVENT
73307 VISIT_EVENT
73383 VISIT_EVENT
73397 VISIT_EVENT
73377 VISIT_EVENT
73387 VISIT_EVENT
73341 VISIT_EVENT
73343 VISIT_EVENT
73389 VISIT_EVENT
73395 VISIT_EVENT
73392 VISIT_EVENT
73342 VISIT_EVENT
73337 VISIT_EVENT
73351 VISIT_EVENT
73378 VISIT_EVENT
73331 VISIT_EVENT
73332 VISIT_EVENT
73398 VISIT_EVENT
73385 VISIT_EVENT
73354 VISIT_EVENT
73390 VISIT_EVENT
73344 VISIT_EVENT
73347 VISIT_EVENT
73329 VISIT_EVENT
50310 VISIT_EVENT
50012 VISIT_EVENT
50320 VISIT_EVENT
50177 VISIT_EVENT
50467 VISIT_EVENT
50463 VISIT_EVENT
50023 VISIT_EVENT
50312 VISIT_EVENT
50301 VISIT_EVENT
50184 VISIT_EVENT
50176 VISIT_EVENT
50027 VISIT_EVENT
50015 VISIT_EVENT
50286 VISIT_EVENT
50316 VISIT_EVENT
50321 VISIT_EVENT
50186 VISIT_EVENT
50169 VISIT_EVENT
50179 VISIT_EVENT
50462 VISIT_EVENT
50006 VISIT_EVENT
50308 VISIT_EVENT
50523 VISIT_EVENT
50300 VISIT_EVENT
50079 VISIT_EVENT
50171 VISIT_EVENT
50014 VISIT_EVENT
50107 VISIT_EVENT
50313 VISIT_EVENT
50170 VISIT_EVENT
50290 VISIT_EVENT
50110 VISIT_EVENT
50188 VISIT_EVENT
50026 VISIT_EVENT
50378 VISIT_EVENT
50296 VISIT_EVENT
50292 VISIT_EVENT
50009 VISIT_EVENT
50013 VISIT_EVENT
50377 VISIT_EVENT
50017 VISIT_EVENT
50181 VISIT_EVENT
50020 VISIT_EVENT
50030 VISIT_EVENT
50298 VISIT_EVENT
50183 VISIT_EVENT
50311 VISIT_EVENT
50178 VISIT_EVENT
50398 VISIT_EVENT
50283 VISIT_EVENT
50324 VISIT_EVENT
50468 VISIT_EVENT
50185 VISIT_EVENT
50172 VISIT_EVENT
50294 VISIT_EVENT
50287 VISIT_EVENT
50381 VISIT_EVENT
50464 VISIT_EVENT
50022 VISIT_EVENT
50080 VISIT_EVENT
50180 VISIT_EVENT
50328 VISIT_EVENT
50011 VISIT_EVENT
50315 VISIT_EVENT
50109 VISIT_EVENT
50306 VISIT_EVENT
50175 VISIT_EVENT
50029 VISIT_EVENT
50293 VISIT_EVENT
50526 VISIT_EVENT
50302 VISIT_EVENT
50323 VISIT_EVENT
50299 VISIT_EVENT
50317 VISIT_EVENT
50525 VISIT_EVENT
50307 VISIT_EVENT
50466 VISIT_EVENT
50303 VISIT_EVENT
50031 VISIT_EVENT
50010 VISIT_EVENT
50379 VISIT_EVENT
50318 VISIT_EVENT
50304 VISIT_EVENT
50305 VISIT_EVENT
50295 VISIT_EVENT
50527 VISIT_EVENT
50291 VISIT_EVENT
50108 VISIT_EVENT
50314 VISIT_EVENT
50005 VISIT_EVENT
50380 VISIT_EVENT
50189 VISIT_EVENT
50524 VISIT_EVENT
50289 VISIT_EVENT
50008 VISIT_EVENT
50028 VISIT_EVENT
50297 VISIT_EVENT
50382 VISIT_EVENT
50282 VISIT_EVENT
50319 VISIT_EVENT
50182 VISIT_EVENT
50397 VISIT_EVENT
50021 VISIT_EVENT
50309 VISIT_EVENT
50174 VISIT_EVENT
50460 VISIT_EVENT
50461 VISIT_EVENT
50465 VISIT_EVENT
50173 VISIT_EVENT
50187 VISIT_EVENT
50288 VISIT_EVENT
50007 VISIT_EVENT
50016 VISIT_EVENT
50106 VISIT_EVENT
50322 VISIT_EVENT
50019 VISIT_EVENT
50167 VISIT_EVENT
50168 VISIT_EVENT
29721 VISIT_EVENT
29744 VISIT_EVENT
29645 VISIT_EVENT
29503 VISIT_EVENT
29517 VISIT_EVENT
29516 VISIT_EVENT
29666 VISIT_EVENT
29694 VISIT_EVENT
29519 VISIT_EVENT
29477 VISIT_EVENT
29667 VISIT_EVENT
29663 VISIT_EVENT
29510 VISIT_EVENT
29518 VISIT_EVENT
29597 VISIT_EVENT
29525 VISIT_EVENT
29569 VISIT_EVENT
29478 VISIT_EVENT
29565 VISIT_EVENT
29554 VISIT_EVENT
29786 VISIT_EVENT
29669 VISIT_EVENT
29568 VISIT_EVENT
29708 VISIT_EVENT
29654 VISIT_EVENT
29507 VISIT_EVENT
29596 VISIT_EVENT
29715 VISIT_EVENT
29648 VISIT_EVENT
29646 VISIT_EVENT
29504 VISIT_EVENT
29550 VISIT_EVENT
29742 VISIT_EVENT
29668 VISIT_EVENT
29673 VISIT_EVENT
29717 VISIT_EVENT
29658 VISIT_EVENT
29475 VISIT_EVENT
29571 VISIT_EVENT
29552 VISIT_EVENT
29566 VISIT_EVENT
29674 VISIT_EVENT
29660 VISIT_EVENT
29662 VISIT_EVENT
29743 VISIT_EVENT
29563 VISIT_EVENT
29527 VISIT_EVENT
29515 VISIT_EVENT
29644 VISIT_EVENT
29745 VISIT_EVENT
29636 VISIT_EVENT
29699 VISIT_EVENT
29726 VISIT_EVENT
29506 VISIT_EVENT
29520 VISIT_EVENT
29512 VISIT_EVENT
29551 VISIT_EVENT
29657 VISIT_EVENT
29513 VISIT_EVENT
29716 VISIT_EVENT
29664 VISIT_EVENT
29499 VISIT_EVENT
29671 VISIT_EVENT
29712 VISIT_EVENT
29723 VISIT_EVENT
29642 VISIT_EVENT
29656 VISIT_EVENT
29727 VISIT_EVENT
29711 VISIT_EVENT
29697 VISIT_EVENT
29556 VISIT_EVENT
29511 VISIT_EVENT
29570 VISIT_EVENT
29472 VISIT_EVENT
29479 VISIT_EVENT
29473 VISIT_EVENT
29713 VISIT_EVENT
29639 VISIT_EVENT
29653 VISIT_EVENT
29559 VISIT_EVENT
29637 VISIT_EVENT
29558 VISIT_EVENT
29709 VISIT_EVENT
1078 VISIT_EVENT
1290 FIRST
1388 FIRST
1358 "CONDITION_EVENT VISIT_EVENT"
29672 VISIT_EVENT
29710 VISIT_EVENT
29718 VISIT_EVENT
29695 VISIT_EVENT
29526 VISIT_EVENT
29725 VISIT_EVENT
29505 VISIT_EVENT
29524 VISIT_EVENT
29501 VISIT_EVENT
29643 VISIT_EVENT
29655 VISIT_EVENT
29652 VISIT_EVENT
29553 VISIT_EVENT
29661 VISIT_EVENT
29572 VISIT_EVENT
29514 VISIT_EVENT
29562 VISIT_EVENT
29746 VISIT_EVENT
29650 VISIT_EVENT
29665 VISIT_EVENT
29651 VISIT_EVENT
29714 VISIT_EVENT
29724 VISIT_EVENT
29675 VISIT_EVENT
29476 VISIT_EVENT
29719 VISIT_EVENT
29564 VISIT_EVENT
29676 VISIT_EVENT
29567 VISIT_EVENT
29560 VISIT_EVENT
29474 VISIT_EVENT
29649 VISIT_EVENT
29498 VISIT_EVENT
29647 VISIT_EVENT
29722 VISIT_EVENT
29670 VISIT_EVENT
29500 VISIT_EVENT
29698 VISIT_EVENT
29561 VISIT_EVENT
29696 VISIT_EVENT
29557 VISIT_EVENT
29659 VISIT_EVENT
29641 VISIT_EVENT
29555 VISIT_EVENT
29720 VISIT_EVENT
142746 FIRST
142956 FIRST
142955 FIRST
142747 FIRST
142753 FIRST
142759 FIRST
142751 FIRST
142954 FIRST
142750 FIRST
142957 FIRST
142757 FIRST
142748 FIRST
142960 FIRST
142756 FIRST
142952 FIRST
142755 FIRST
142749 FIRST
142758 FIRST
142953 FIRST
142959 FIRST
142752 FIRST
142754 FIRST
142958 FIRST
142951 FIRST
142760 FIRST
571 FIRST
199350 FIRST
199358 FIRST
199352 FIRST
199349 FIRST
199356 TREATMENT_EVENT
199357 TREATMENT_EVENT
199353 FIRST
199355 TREATMENT_EVENT
199351 FIRST
199359 FIRST
199354 FIRST
199348 FIRST
192191 TREATMENT_EVENT
192188 FIRST
192186 FIRST
192194 TREATMENT_EVENT
192195 FIRST
192189 FIRST
192198 VISIT_EVENT
192197 FIRST
192192 TREATMENT_EVENT
192187 FIRST
192196 FIRST
192193 TREATMENT_EVENT
192190 FIRST
187683 VISIT_EVENT
187682 VISIT_EVENT
187681 TREATMENT_EVENT
187676 FIRST
187679 FIRST
187678 FIRST
187677 FIRST
187680 FIRST
185045 CONDITION_EVENT
185051 TREATMENT_EVENT
185046 FIRST
185055 VISIT_EVENT
185049 FIRST
185047 FIRST
185053 FIRST
185050 TREATMENT_EVENT
185044 FIRST
185043 FIRST
185048 FIRST
185054 FIRST
185052 FIRST
180327 FIRST
182373 TREATMENT_EVENT
180320 FIRST
180326 FIRST
182375 FIRST
182369 FIRST
180319 FIRST
180321 FIRST
180318 FIRST
182374 FIRST
180323 FIRST
182367 FIRST
180324 TREATMENT_EVENT
182370 FIRST
182377 VISIT_EVENT
180317 FIRST
180328 FIRST
182376 FIRST
180325 TREATMENT_EVENT
180322 FIRST
182368 FIRST
180329 FIRST
182372 TREATMENT_EVENT
182371 FIRST
180330 VISIT_EVENT
178833 VISIT_EVENT
178817 FIRST
178821 FIRST
178829 FIRST
178832 FIRST
178825 TREATMENT_EVENT
178820 FIRST
178824 FIRST
178826 TREATMENT_EVENT
178831 FIRST
178823 TREATMENT_EVENT
178819 FIRST
178818 FIRST
178822 TREATMENT_EVENT
178830 TREATMENT_EVENT
178828 FIRST
178816 FIRST
178827 TREATMENT_EVENT
141258 FIRST
140433 CONDITION_EVENT
140431 CONDITION_EVENT
141256 FIRST
141257 CONDITION_EVENT
140432 FIRST
141259 FIRST
140430 FIRST
138874 FIRST
138269 FIRST
138873 FIRST
138373 FIRST
138379 MEASUREMENT_EVENT
139075 FIRST
139074 FIRST
138102 FIRST
138872 FIRST
139076 FIRST
138378 FIRST
138270 FIRST
139077 CONDITION_EVENT
138377 FIRST
138104 TREATMENT_EVENT
138875 CONDITION_EVENT
138103 FIRST
138271 CONDITION_EVENT
126496 FIRST
126495 FIRST
127631 CONDITION_EVENT
125311 FIRST
125315 FIRST
125317 FIRST
125319 FIRST
125303 FIRST
125237 FIRST
125318 FIRST
125168 FIRST
125240 FIRST
125236 FIRST
125234 FIRST
125235 FIRST
125312 FIRST
125332 FIRST
125316 FIRST
125245 FIRST
125349 FIRST
125243 FIRST
125224 FIRST
125326 FIRST
125297 FIRST
125187 FIRST
125220 FIRST
125328 FIRST
125126 FIRST
125127 FIRST
125161 FIRST
125157 FIRST
125230 FIRST
125228 FIRST
125189 FIRST
125242 FIRST
125320 FIRST
125307 FIRST
125308 FIRST
125247 FIRST
125188 FIRST
125164 FIRST
125500 FIRST
125329 FIRST
125225 FIRST
125345 FIRST
125229 FIRST
125304 FIRST
125244 FIRST
125322 FIRST
125298 FIRST
125162 FIRST
125333 FIRST
125158 FIRST
125222 FIRST
125241 FIRST
125128 FIRST
125310 FIRST
125305 FIRST
125217 FIRST
125121 FIRST
125336 FIRST
125334 FIRST
125293 FIRST
125165 FIRST
125331 FIRST
125159 FIRST
125248 FIRST
125504 FIRST
125233 FIRST
125123 FIRST
125339 FIRST
125238 FIRST
125120 FIRST
125306 FIRST
125124 FIRST
125246 FIRST
125502 FIRST
125325 FIRST
125327 FIRST
125323 FIRST
125218 FIRST
125221 FIRST
125501 FIRST
125314 FIRST
125330 FIRST
125337 FIRST
125125 FIRST
125321 FIRST
125347 FIRST
125239 FIRST
125219 FIRST
125348 FIRST
125302 FIRST
125346 FIRST
125324 FIRST
125231 FIRST
