id concurrent_type
71852 MEASUREMENT_EVENT
72311 MEASUREMENT_EVENT
71670 MEASUREMENT_EVENT
72313 MEASUREMENT_EVENT
71739 MEASUREMENT_EVENT
72298 MEASUREMENT_EVENT
71738 MEASUREMENT_EVENT
71692 MEASUREMENT_EVENT
72299 MEASUREMENT_EVENT
71693 MEASUREMENT_EVENT
71680 MEASUREMENT_EVENT
71743 MEASUREMENT_EVENT
71831 MEASUREMENT_EVENT
71824 MEASUREMENT_EVENT
73361 MEASUREMENT_EVENT
71842 MEASUREMENT_EVENT
71889 MEASUREMENT_EVENT
73294 MEASUREMENT_EVENT
72315 MEASUREMENT_EVENT
71681 MEASUREMENT_EVENT
71699 MEASUREMENT_EVENT
71701 Event
73293 MEASUREMENT_EVENT
71822 MEASUREMENT_EVENT
71684 MEASUREMENT_EVENT
71888 MEASUREMENT_EVENT
73360 MEASUREMENT_EVENT
71728 MEASUREMENT_EVENT
71840 MEASUREMENT_EVENT
71845 MEASUREMENT_EVENT
71731 MEASUREMENT_EVENT
71856 MEASUREMENT_EVENT
71669 MEASUREMENT_EVENT
71683 MEASUREMENT_EVENT
73355 MEASUREMENT_EVENT
71843 MEASUREMENT_EVENT
73373 MEASUREMENT_EVENT
73359 MEASUREMENT_EVENT
71854 MEASUREMENT_EVENT
71832 MEASUREMENT_EVENT
71834 MEASUREMENT_EVENT
73291 MEASUREMENT_EVENT
71741 MEASUREMENT_EVENT
71682 MEASUREMENT_EVENT
71844 MEASUREMENT_EVENT
57999 MEASUREMENT_EVENT
57958 MEASUREMENT_EVENT
57982 MEASUREMENT_EVENT
57968 MEASUREMENT_EVENT
57960 MEASUREMENT_EVENT
59036 Event
58047 MEASUREMENT_EVENT
58032 MEASUREMENT_EVENT
57990 MEASUREMENT_EVENT
57965 MEASUREMENT_EVENT
57970 MEASUREMENT_EVENT
58999 MEASUREMENT_EVENT
58044 MEASUREMENT_EVENT
57994 MEASUREMENT_EVENT
58010 MEASUREMENT_EVENT
58040 MEASUREMENT_EVENT
59008 MEASUREMENT_EVENT
57961 MEASUREMENT_EVENT
58021 MEASUREMENT_EVENT
59052 MEASUREMENT_EVENT
58039 MEASUREMENT_EVENT
58029 MEASUREMENT_EVENT
57971 Event
58994 MEASUREMENT_EVENT
58049 MEASUREMENT_EVENT
58000 MEASUREMENT_EVENT
57988 MEASUREMENT_EVENT
58016 MEASUREMENT_EVENT
58026 MEASUREMENT_EVENT
57974 MEASUREMENT_EVENT
58990 MEASUREMENT_EVENT
57966 MEASUREMENT_EVENT
58015 MEASUREMENT_EVENT
58011 Event
57984 MEASUREMENT_EVENT
57993 MEASUREMENT_EVENT
59040 MEASUREMENT_EVENT
57995 MEASUREMENT_EVENT
57976 MEASUREMENT_EVENT
58992 MEASUREMENT_EVENT
58028 MEASUREMENT_EVENT
59044 MEASUREMENT_EVENT
58058 MEASUREMENT_EVENT
58018 MEASUREMENT_EVENT
57955 MEASUREMENT_EVENT
57975 MEASUREMENT_EVENT
59046 MEASUREMENT_EVENT
57973 MEASUREMENT_EVENT
58005 MEASUREMENT_EVENT
57983 MEASUREMENT_EVENT
59011 MEASUREMENT_EVENT
59003 MEASUREMENT_EVENT
58002 MEASUREMENT_EVENT
58148 MEASUREMENT_EVENT
58048 MEASUREMENT_EVENT
57987 MEASUREMENT_EVENT
58998 MEASUREMENT_EVENT
57953 MEASUREMENT_EVENT
57986 MEASUREMENT_EVENT
59061 MEASUREMENT_EVENT
57998 MEASUREMENT_EVENT
59010 MEASUREMENT_EVENT
58037 MEASUREMENT_EVENT
58055 MEASUREMENT_EVENT
57957 MEASUREMENT_EVENT
59055 MEASUREMENT_EVENT
58146 MEASUREMENT_EVENT
57954 MEASUREMENT_EVENT
59041 MEASUREMENT_EVENT
58020 MEASUREMENT_EVENT
59047 MEASUREMENT_EVENT
58144 MEASUREMENT_EVENT
57985 MEASUREMENT_EVENT
59005 MEASUREMENT_EVENT
58038 MEASUREMENT_EVENT
59006 MEASUREMENT_EVENT
58031 MEASUREMENT_EVENT
59007 MEASUREMENT_EVENT
59035 MEASUREMENT_EVENT
58995 MEASUREMENT_EVENT
58035 MEASUREMENT_EVENT
57967 MEASUREMENT_EVENT
58001 MEASUREMENT_EVENT
57963 MEASUREMENT_EVENT
59053 MEASUREMENT_EVENT
57962 MEASUREMENT_EVENT
57959 MEASUREMENT_EVENT
58147 MEASUREMENT_EVENT
58027 MEASUREMENT_EVENT
57964 MEASUREMENT_EVENT
59042 MEASUREMENT_EVENT
58019 MEASUREMENT_EVENT
58033 MEASUREMENT_EVENT
57969 MEASUREMENT_EVENT
58056 MEASUREMENT_EVENT
57991 MEASUREMENT_EVENT
58050 MEASUREMENT_EVENT
58045 MEASUREMENT_EVENT
57956 MEASUREMENT_EVENT
59043 MEASUREMENT_EVENT
58004 MEASUREMENT_EVENT
58043 MEASUREMENT_EVENT
58052 MEASUREMENT_EVENT
59000 MEASUREMENT_EVENT
58017 MEASUREMENT_EVENT
58003 MEASUREMENT_EVENT
59062 MEASUREMENT_EVENT
58057 MEASUREMENT_EVENT
59051 MEASUREMENT_EVENT
58006 Event
58143 MEASUREMENT_EVENT
57981 MEASUREMENT_EVENT
58997 MEASUREMENT_EVENT
58014 MEASUREMENT_EVENT
58993 MEASUREMENT_EVENT
58042 MEASUREMENT_EVENT
58030 MEASUREMENT_EVENT
59054 MEASUREMENT_EVENT
58046 MEASUREMENT_EVENT
58051 MEASUREMENT_EVENT
59056 MEASUREMENT_EVENT
58041 MEASUREMENT_EVENT
58145 MEASUREMENT_EVENT
59004 MEASUREMENT_EVENT
58053 MEASUREMENT_EVENT
58022 MEASUREMENT_EVENT
58996 MEASUREMENT_EVENT
58991 MEASUREMENT_EVENT
58024 MEASUREMENT_EVENT
58034 MEASUREMENT_EVENT
59050 MEASUREMENT_EVENT
59058 MEASUREMENT_EVENT
59060 MEASUREMENT_EVENT
57997 MEASUREMENT_EVENT
57989 MEASUREMENT_EVENT
59057 MEASUREMENT_EVENT
57996 MEASUREMENT_EVENT
58036 MEASUREMENT_EVENT
59001 MEASUREMENT_EVENT
59049 MEASUREMENT_EVENT
57992 MEASUREMENT_EVENT
58023 MEASUREMENT_EVENT
59059 MEASUREMENT_EVENT
57977 Event
58054 MEASUREMENT_EVENT
59039 MEASUREMENT_EVENT
59002 MEASUREMENT_EVENT
59045 MEASUREMENT_EVENT
59048 MEASUREMENT_EVENT
59009 MEASUREMENT_EVENT
57980 MEASUREMENT_EVENT
58025 MEASUREMENT_EVENT
42195 MEASUREMENT_EVENT
42241 MEASUREMENT_EVENT
43595 Event
42276 Event
42205 MEASUREMENT_EVENT
43476 MEASUREMENT_EVENT
42200 MEASUREMENT_EVENT
42423 MEASUREMENT_EVENT
43478 MEASUREMENT_EVENT
42178 MEASUREMENT_EVENT
42298 MEASUREMENT_EVENT
42312 MEASUREMENT_EVENT
43597 MEASUREMENT_EVENT
42284 MEASUREMENT_EVENT
42208 MEASUREMENT_EVENT
43608 MEASUREMENT_EVENT
42243 MEASUREMENT_EVENT
42187 MEASUREMENT_EVENT
43601 MEASUREMENT_EVENT
42191 MEASUREMENT_EVENT
42478 MEASUREMENT_EVENT
42419 MEASUREMENT_EVENT
42267 MEASUREMENT_EVENT
42315 Event
43464 MEASUREMENT_EVENT
42309 MEASUREMENT_EVENT
42431 MEASUREMENT_EVENT
42183 MEASUREMENT_EVENT
43607 MEASUREMENT_EVENT
42242 MEASUREMENT_EVENT
42207 MEASUREMENT_EVENT
42421 MEASUREMENT_EVENT
42300 MEASUREMENT_EVENT
42285 MEASUREMENT_EVENT
42269 MEASUREMENT_EVENT
42201 MEASUREMENT_EVENT
43477 MEASUREMENT_EVENT
42304 MEASUREMENT_EVENT
42434 MEASUREMENT_EVENT
42186 MEASUREMENT_EVENT
43605 MEASUREMENT_EVENT
43466 MEASUREMENT_EVENT
42280 MEASUREMENT_EVENT
42244 Event
42479 MEASUREMENT_EVENT
42306 MEASUREMENT_EVENT
43472 MEASUREMENT_EVENT
42206 MEASUREMENT_EVENT
42291 MEASUREMENT_EVENT
43468 MEASUREMENT_EVENT
42182 MEASUREMENT_EVENT
43647 MEASUREMENT_EVENT
42281 MEASUREMENT_EVENT
43602 MEASUREMENT_EVENT
42302 MEASUREMENT_EVENT
42420 MEASUREMENT_EVENT
42293 MEASUREMENT_EVENT
42290 MEASUREMENT_EVENT
42248 MEASUREMENT_EVENT
42305 MEASUREMENT_EVENT
42275 MEASUREMENT_EVENT
43465 MEASUREMENT_EVENT
42311 MEASUREMENT_EVENT
42303 MEASUREMENT_EVENT
42192 MEASUREMENT_EVENT
42294 MEASUREMENT_EVENT
42432 MEASUREMENT_EVENT
42430 MEASUREMENT_EVENT
43470 MEASUREMENT_EVENT
42289 MEASUREMENT_EVENT
42287 MEASUREMENT_EVENT
42422 MEASUREMENT_EVENT
42299 MEASUREMENT_EVENT
42257 MEASUREMENT_EVENT
43461 MEASUREMENT_EVENT
42185 MEASUREMENT_EVENT
42253 MEASUREMENT_EVENT
43471 MEASUREMENT_EVENT
42190 MEASUREMENT_EVENT
42295 MEASUREMENT_EVENT
43606 MEASUREMENT_EVENT
43462 MEASUREMENT_EVENT
42179 MEASUREMENT_EVENT
43467 MEASUREMENT_EVENT
42418 MEASUREMENT_EVENT
43598 MEASUREMENT_EVENT
42282 MEASUREMENT_EVENT
43475 MEASUREMENT_EVENT
42204 MEASUREMENT_EVENT
42477 MEASUREMENT_EVENT
43603 MEASUREMENT_EVENT
42203 MEASUREMENT_EVENT
42310 MEASUREMENT_EVENT
42189 MEASUREMENT_EVENT
42308 MEASUREMENT_EVENT
42246 MEASUREMENT_EVENT
42181 MEASUREMENT_EVENT
43600 MEASUREMENT_EVENT
42476 MEASUREMENT_EVENT
42433 MEASUREMENT_EVENT
42199 MEASUREMENT_EVENT
42278 Event
42247 MEASUREMENT_EVENT
43459 MEASUREMENT_EVENT
43469 MEASUREMENT_EVENT
42283 MEASUREMENT_EVENT
42188 MEASUREMENT_EVENT
43645 MEASUREMENT_EVENT
42480 MEASUREMENT_EVENT
43610 MEASUREMENT_EVENT
42301 MEASUREMENT_EVENT
43599 MEASUREMENT_EVENT
42202 MEASUREMENT_EVENT
42307 MEASUREMENT_EVENT
43479 MEASUREMENT_EVENT
42313 MEASUREMENT_EVENT
43474 MEASUREMENT_EVENT
42296 MEASUREMENT_EVENT
42255 MEASUREMENT_EVENT
43460 MEASUREMENT_EVENT
43594 MEASUREMENT_EVENT
43609 MEASUREMENT_EVENT
43473 MEASUREMENT_EVENT
42286 MEASUREMENT_EVENT
42180 MEASUREMENT_EVENT
42292 MEASUREMENT_EVENT
42193 MEASUREMENT_EVENT
42314 MEASUREMENT_EVENT
42250 Event
42297 MEASUREMENT_EVENT
42249 MEASUREMENT_EVENT
43480 MEASUREMENT_EVENT
42198 MEASUREMENT_EVENT
42258 MEASUREMENT_EVENT
43604 MEASUREMENT_EVENT
42256 MEASUREMENT_EVENT
42268 MEASUREMENT_EVENT
43463 MEASUREMENT_EVENT
42271 MEASUREMENT_EVENT
42184 MEASUREMENT_EVENT
42254 MEASUREMENT_EVENT
42272 MEASUREMENT_EVENT
42196 MEASUREMENT_EVENT
42194 MEASUREMENT_EVENT
42197 MEASUREMENT_EVENT
42288 MEASUREMENT_EVENT
42435 MEASUREMENT_EVENT
29409 MEASUREMENT_EVENT
29460 MEASUREMENT_EVENT
29312 MEASUREMENT_EVENT
29253 MEASUREMENT_EVENT
29306 MEASUREMENT_EVENT
29303 Event
29256 MEASUREMENT_EVENT
29310 MEASUREMENT_EVENT
29465 MEASUREMENT_EVENT
29309 MEASUREMENT_EVENT
29467 MEASUREMENT_EVENT
29406 MEASUREMENT_EVENT
29468 MEASUREMENT_EVENT
29315 MEASUREMENT_EVENT
29236 MEASUREMENT_EVENT
29469 MEASUREMENT_EVENT
29311 MEASUREMENT_EVENT
29457 MEASUREMENT_EVENT
29241 MEASUREMENT_EVENT
29461 MEASUREMENT_EVENT
29247 MEASUREMENT_EVENT
29243 MEASUREMENT_EVENT
29307 MEASUREMENT_EVENT
29458 MEASUREMENT_EVENT
29302 MEASUREMENT_EVENT
29471 MEASUREMENT_EVENT
29408 MEASUREMENT_EVENT
29251 MEASUREMENT_EVENT
29466 MEASUREMENT_EVENT
29250 MEASUREMENT_EVENT
29405 MEASUREMENT_EVENT
29470 MEASUREMENT_EVENT
29245 MEASUREMENT_EVENT
29240 MEASUREMENT_EVENT
29252 MEASUREMENT_EVENT
29463 MEASUREMENT_EVENT
29239 MEASUREMENT_EVENT
29242 MEASUREMENT_EVENT
29407 MEASUREMENT_EVENT
29246 MEASUREMENT_EVENT
29249 MEASUREMENT_EVENT
29462 MEASUREMENT_EVENT
29255 MEASUREMENT_EVENT
29254 MEASUREMENT_EVENT
29464 MEASUREMENT_EVENT
29314 MEASUREMENT_EVENT
29238 MEASUREMENT_EVENT
29316 MEASUREMENT_EVENT
29257 MEASUREMENT_EVENT
29237 MEASUREMENT_EVENT
29244 MEASUREMENT_EVENT
29317 MEASUREMENT_EVENT
29459 MEASUREMENT_EVENT
29308 MEASUREMENT_EVENT
29313 MEASUREMENT_EVENT
29248 MEASUREMENT_EVENT
28730 Event
28626 MEASUREMENT_EVENT
28741 MEASUREMENT_EVENT
28879 MEASUREMENT_EVENT
28632 MEASUREMENT_EVENT
28565 Event
28735 MEASUREMENT_EVENT
28641 MEASUREMENT_EVENT
28672 MEASUREMENT_EVENT
28743 MEASUREMENT_EVENT
28561 MEASUREMENT_EVENT
28756 MEASUREMENT_EVENT
28760 Event
28738 MEASUREMENT_EVENT
28759 MEASUREMENT_EVENT
28519 MEASUREMENT_EVENT
28828 MEASUREMENT_EVENT
28737 MEASUREMENT_EVENT
28625 MEASUREMENT_EVENT
28744 MEASUREMENT_EVENT
28753 MEASUREMENT_EVENT
28557 MEASUREMENT_EVENT
28817 MEASUREMENT_EVENT
28818 MEASUREMENT_EVENT
28585 MEASUREMENT_EVENT
28629 MEASUREMENT_EVENT
28883 MEASUREMENT_EVENT
28556 MEASUREMENT_EVENT
28739 MEASUREMENT_EVENT
28639 MEASUREMENT_EVENT
28523 MEASUREMENT_EVENT
28627 MEASUREMENT_EVENT
28751 MEASUREMENT_EVENT
28518 MEASUREMENT_EVENT
28642 MEASUREMENT_EVENT
28587 MEASUREMENT_EVENT
28558 MEASUREMENT_EVENT
28636 MEASUREMENT_EVENT
28522 MEASUREMENT_EVENT
28637 MEASUREMENT_EVENT
28749 MEASUREMENT_EVENT
28740 MEASUREMENT_EVENT
28634 MEASUREMENT_EVENT
28729 MEASUREMENT_EVENT
28820 MEASUREMENT_EVENT
28742 MEASUREMENT_EVENT
28747 MEASUREMENT_EVENT
28563 MEASUREMENT_EVENT
28631 MEASUREMENT_EVENT
28745 MEASUREMENT_EVENT
28630 MEASUREMENT_EVENT
28562 MEASUREMENT_EVENT
28750 MEASUREMENT_EVENT
28520 MEASUREMENT_EVENT
28586 MEASUREMENT_EVENT
28521 MEASUREMENT_EVENT
28669 MEASUREMENT_EVENT
28733 MEASUREMENT_EVENT
28734 MEASUREMENT_EVENT
28755 MEASUREMENT_EVENT
28635 MEASUREMENT_EVENT
28644 MEASUREMENT_EVENT
28622 MEASUREMENT_EVENT
28624 MEASUREMENT_EVENT
28748 MEASUREMENT_EVENT
28880 MEASUREMENT_EVENT
28633 MEASUREMENT_EVENT
28757 MEASUREMENT_EVENT
28827 MEASUREMENT_EVENT
28568 MEASUREMENT_EVENT
28736 MEASUREMENT_EVENT
28754 MEASUREMENT_EVENT
28819 MEASUREMENT_EVENT
28640 MEASUREMENT_EVENT
28643 MEASUREMENT_EVENT
28628 MEASUREMENT_EVENT
28758 MEASUREMENT_EVENT
28752 MEASUREMENT_EVENT
28559 Event
28881 MEASUREMENT_EVENT
28623 MEASUREMENT_EVENT
28638 MEASUREMENT_EVENT
28564 MEASUREMENT_EVENT
28882 MEASUREMENT_EVENT
28746 MEASUREMENT_EVENT
21847 MEASUREMENT_EVENT
21779 MEASUREMENT_EVENT
21831 MEASUREMENT_EVENT
21776 MEASUREMENT_EVENT
21777 MEASUREMENT_EVENT
21769 MEASUREMENT_EVENT
21766 MEASUREMENT_EVENT
21773 MEASUREMENT_EVENT
21832 MEASUREMENT_EVENT
21833 Event
21842 MEASUREMENT_EVENT
21771 MEASUREMENT_EVENT
21774 MEASUREMENT_EVENT
21852 MEASUREMENT_EVENT
21783 MEASUREMENT_EVENT
21780 MEASUREMENT_EVENT
21767 MEASUREMENT_EVENT
21768 MEASUREMENT_EVENT
21837 MEASUREMENT_EVENT
21849 MEASUREMENT_EVENT
21850 MEASUREMENT_EVENT
21839 MEASUREMENT_EVENT
21784 MEASUREMENT_EVENT
21848 MEASUREMENT_EVENT
21778 MEASUREMENT_EVENT
21843 MEASUREMENT_EVENT
21845 MEASUREMENT_EVENT
21775 MEASUREMENT_EVENT
21781 MEASUREMENT_EVENT
21846 MEASUREMENT_EVENT
21765 MEASUREMENT_EVENT
21772 MEASUREMENT_EVENT
21764 MEASUREMENT_EVENT
21838 MEASUREMENT_EVENT
21840 MEASUREMENT_EVENT
21851 MEASUREMENT_EVENT
21844 MEASUREMENT_EVENT
21841 MEASUREMENT_EVENT
21763 MEASUREMENT_EVENT
21836 MEASUREMENT_EVENT
21782 MEASUREMENT_EVENT
21770 MEASUREMENT_EVENT
20718 MEASUREMENT_EVENT
20660 MEASUREMENT_EVENT
20689 MEASUREMENT_EVENT
20687 MEASUREMENT_EVENT
20685 MEASUREMENT_EVENT
20725 MEASUREMENT_EVENT
20734 MEASUREMENT_EVENT
20608 MEASUREMENT_EVENT
20726 MEASUREMENT_EVENT
20719 MEASUREMENT_EVENT
20739 MEASUREMENT_EVENT
20745 MEASUREMENT_EVENT
20732 MEASUREMENT_EVENT
20738 MEASUREMENT_EVENT
20729 MEASUREMENT_EVENT
20722 MEASUREMENT_EVENT
20789 MEASUREMENT_EVENT
20697 MEASUREMENT_EVENT
20646 MEASUREMENT_EVENT
20787 MEASUREMENT_EVENT
20728 MEASUREMENT_EVENT
20701 MEASUREMENT_EVENT
20691 MEASUREMENT_EVENT
20643 MEASUREMENT_EVENT
20703 MEASUREMENT_EVENT
20702 MEASUREMENT_EVENT
20730 MEASUREMENT_EVENT
20717 MEASUREMENT_EVENT
20744 MEASUREMENT_EVENT
20651 MEASUREMENT_EVENT
20654 MEASUREMENT_EVENT
20656 MEASUREMENT_EVENT
20659 MEASUREMENT_EVENT
20652 MEASUREMENT_EVENT
20607 MEASUREMENT_EVENT
20721 MEASUREMENT_EVENT
20727 MEASUREMENT_EVENT
20644 MEASUREMENT_EVENT
20611 MEASUREMENT_EVENT
20696 MEASUREMENT_EVENT
20699 MEASUREMENT_EVENT
20649 MEASUREMENT_EVENT
20741 MEASUREMENT_EVENT
20614 MEASUREMENT_EVENT
20692 MEASUREMENT_EVENT
20723 MEASUREMENT_EVENT
20705 MEASUREMENT_EVENT
20655 MEASUREMENT_EVENT
20731 MEASUREMENT_EVENT
20658 MEASUREMENT_EVENT
20713 MEASUREMENT_EVENT
20747 MEASUREMENT_EVENT
20648 MEASUREMENT_EVENT
20647 MEASUREMENT_EVENT
20612 MEASUREMENT_EVENT
20609 MEASUREMENT_EVENT
20684 MEASUREMENT_EVENT
20736 MEASUREMENT_EVENT
20686 MEASUREMENT_EVENT
20724 MEASUREMENT_EVENT
20693 MEASUREMENT_EVENT
20613 MEASUREMENT_EVENT
20790 MEASUREMENT_EVENT
20690 MEASUREMENT_EVENT
20695 MEASUREMENT_EVENT
20700 MEASUREMENT_EVENT
20653 MEASUREMENT_EVENT
20688 MEASUREMENT_EVENT
20735 MEASUREMENT_EVENT
20740 MEASUREMENT_EVENT
20733 MEASUREMENT_EVENT
20698 MEASUREMENT_EVENT
20706 MEASUREMENT_EVENT
20737 MEASUREMENT_EVENT
20720 MEASUREMENT_EVENT
20610 MEASUREMENT_EVENT
20786 MEASUREMENT_EVENT
20708 MEASUREMENT_EVENT
20694 MEASUREMENT_EVENT
20746 MEASUREMENT_EVENT
20645 MEASUREMENT_EVENT
20742 MEASUREMENT_EVENT
20704 MEASUREMENT_EVENT
20650 MEASUREMENT_EVENT
20743 MEASUREMENT_EVENT
20714 Event
20657 MEASUREMENT_EVENT
20788 MEASUREMENT_EVENT
20710 MEASUREMENT_EVENT
13320 MEASUREMENT_EVENT
15349 MEASUREMENT_EVENT
14622 MEASUREMENT_EVENT
14617 MEASUREMENT_EVENT
14479 MEASUREMENT_EVENT
14649 MEASUREMENT_EVENT
13308 MEASUREMENT_EVENT
13346 MEASUREMENT_EVENT
13193 MEASUREMENT_EVENT
15497 MEASUREMENT_EVENT
13330 MEASUREMENT_EVENT
13322 MEASUREMENT_EVENT
14621 MEASUREMENT_EVENT
14620 MEASUREMENT_EVENT
15495 MEASUREMENT_EVENT
13321 MEASUREMENT_EVENT
14476 MEASUREMENT_EVENT
14481 MEASUREMENT_EVENT
13191 MEASUREMENT_EVENT
14643 MEASUREMENT_EVENT
15498 MEASUREMENT_EVENT
15493 MEASUREMENT_EVENT
13190 MEASUREMENT_EVENT
13333 MEASUREMENT_EVENT
14631 MEASUREMENT_EVENT
13319 MEASUREMENT_EVENT
14646 MEASUREMENT_EVENT
14632 MEASUREMENT_EVENT
13189 MEASUREMENT_EVENT
14482 Event
13323 MEASUREMENT_EVENT
13307 MEASUREMENT_EVENT
15350 MEASUREMENT_EVENT
14464 MEASUREMENT_EVENT
13318 MEASUREMENT_EVENT
14630 MEASUREMENT_EVENT
13194 MEASUREMENT_EVENT
13345 MEASUREMENT_EVENT
13192 MEASUREMENT_EVENT
13317 MEASUREMENT_EVENT
14477 MEASUREMENT_EVENT
14616 MEASUREMENT_EVENT
14644 MEASUREMENT_EVENT
14633 MEASUREMENT_EVENT
14618 MEASUREMENT_EVENT
13314 MEASUREMENT_EVENT
14650 MEASUREMENT_EVENT
14480 MEASUREMENT_EVENT
13324 MEASUREMENT_EVENT
14619 MEASUREMENT_EVENT
14647 MEASUREMENT_EVENT
14645 MEASUREMENT_EVENT
14478 MEASUREMENT_EVENT
15494 MEASUREMENT_EVENT
13188 MEASUREMENT_EVENT
14463 MEASUREMENT_EVENT
15496 MEASUREMENT_EVENT
13313 MEASUREMENT_EVENT
14642 MEASUREMENT_EVENT
13334 Event
14648 MEASUREMENT_EVENT
15348 MEASUREMENT_EVENT
10876 MEASUREMENT_EVENT
12692 MEASUREMENT_EVENT
12196 MEASUREMENT_EVENT
10981 MEASUREMENT_EVENT
10877 MEASUREMENT_EVENT
12698 MEASUREMENT_EVENT
12031 MEASUREMENT_EVENT
816 Event
883 Event
967 Event
1273 TREATMENT_EVENT
1231 Event
1555 TREATMENT_EVENT
1516 Event
1464 Event
1475 TREATMENT_EVENT
10984 MEASUREMENT_EVENT
12210 MEASUREMENT_EVENT
12701 MEASUREMENT_EVENT
12194 MEASUREMENT_EVENT
12835 MEASUREMENT_EVENT
12201 MEASUREMENT_EVENT
11150 MEASUREMENT_EVENT
12693 MEASUREMENT_EVENT
11148 MEASUREMENT_EVENT
12830 MEASUREMENT_EVENT
12029 MEASUREMENT_EVENT
12808 MEASUREMENT_EVENT
12195 MEASUREMENT_EVENT
12209 MEASUREMENT_EVENT
12702 MEASUREMENT_EVENT
10985 MEASUREMENT_EVENT
12848 MEASUREMENT_EVENT
12697 MEASUREMENT_EVENT
12849 MEASUREMENT_EVENT
12694 Event
10878 MEASUREMENT_EVENT
12211 MEASUREMENT_EVENT
10982 MEASUREMENT_EVENT
10983 MEASUREMENT_EVENT
12199 MEASUREMENT_EVENT
12197 MEASUREMENT_EVENT
12202 MEASUREMENT_EVENT
12030 MEASUREMENT_EVENT
12827 Event
12699 MEASUREMENT_EVENT
12696 MEASUREMENT_EVENT
11149 MEASUREMENT_EVENT
12834 MEASUREMENT_EVENT
12757 MEASUREMENT_EVENT
10986 MEASUREMENT_EVENT
12836 MEASUREMENT_EVENT
12200 MEASUREMENT_EVENT
11151 MEASUREMENT_EVENT
12700 MEASUREMENT_EVENT
12198 MEASUREMENT_EVENT
199872 TREATMENT_EVENT
200808 Event
200804 TREATMENT_EVENT
200803 TREATMENT_EVENT
199861 TREATMENT_EVENT
200810 TREATMENT_EVENT
200800 TREATMENT_EVENT
199863 TREATMENT_EVENT
200806 TREATMENT_EVENT
200811 Event
199874 TREATMENT_EVENT
199873 TREATMENT_EVENT
200798 Event
200797 TREATMENT_EVENT
199869 TREATMENT_EVENT
199862 TREATMENT_EVENT
200799 TREATMENT_EVENT
200807 TREATMENT_EVENT
200805 TREATMENT_EVENT
199866 TREATMENT_EVENT
200802 TREATMENT_EVENT
199876 TREATMENT_EVENT
200795 TREATMENT_EVENT
199878 Event
200794 TREATMENT_EVENT
199867 Event
199868 TREATMENT_EVENT
199879 Event
200809 Event
200796 TREATMENT_EVENT
199870 TREATMENT_EVENT
199877 TREATMENT_EVENT
199871 TREATMENT_EVENT
199865 TREATMENT_EVENT
199864 TREATMENT_EVENT
199875 TREATMENT_EVENT
200801 TREATMENT_EVENT
141787 Event
141767 Event
124360 MEASUREMENT_EVENT
124741 MEASUREMENT_EVENT
124612 MEASUREMENT_EVENT
124748 MEASUREMENT_EVENT
124464 Event
124462 MEASUREMENT_EVENT
124610 MEASUREMENT_EVENT
124364 MEASUREMENT_EVENT
124757 MEASUREMENT_EVENT
124468 MEASUREMENT_EVENT
124745 MEASUREMENT_EVENT
124616 MEASUREMENT_EVENT
124750 MEASUREMENT_EVENT
124605 MEASUREMENT_EVENT
124604 MEASUREMENT_EVENT
124618 MEASUREMENT_EVENT
124356 MEASUREMENT_EVENT
124466 MEASUREMENT_EVENT
124755 MEASUREMENT_EVENT
124608 MEASUREMENT_EVENT
124600 MEASUREMENT_EVENT
124361 MEASUREMENT_EVENT
124469 MEASUREMENT_EVENT
124740 MEASUREMENT_EVENT
124742 MEASUREMENT_EVENT
124752 MEASUREMENT_EVENT
124758 MEASUREMENT_EVENT
124747 MEASUREMENT_EVENT
124736 MEASUREMENT_EVENT
124609 MEASUREMENT_EVENT
124470 MEASUREMENT_EVENT
124363 MEASUREMENT_EVENT
124362 MEASUREMENT_EVENT
124737 Event
124613 MEASUREMENT_EVENT
124746 MEASUREMENT_EVENT
124601 MEASUREMENT_EVENT
124751 MEASUREMENT_EVENT
124617 MEASUREMENT_EVENT
124358 MEASUREMENT_EVENT
124463 MEASUREMENT_EVENT
124505 MEASUREMENT_EVENT
125175 MEASUREMENT_EVENT
124620 MEASUREMENT_EVENT
124756 MEASUREMENT_EVENT
124603 MEASUREMENT_EVENT
124357 MEASUREMENT_EVENT
124599 MEASUREMENT_EVENT
124615 MEASUREMENT_EVENT
124461 MEASUREMENT_EVENT
124614 MEASUREMENT_EVENT
124744 MEASUREMENT_EVENT
124602 MEASUREMENT_EVENT
124607 MEASUREMENT_EVENT
124739 MEASUREMENT_EVENT
124467 MEASUREMENT_EVENT
124754 MEASUREMENT_EVENT
124743 MEASUREMENT_EVENT
124606 MEASUREMENT_EVENT
124749 MEASUREMENT_EVENT
124359 MEASUREMENT_EVENT
124504 MEASUREMENT_EVENT
125176 Event
124611 MEASUREMENT_EVENT
124753 MEASUREMENT_EVENT
124619 MEASUREMENT_EVENT
124506 MEASUREMENT_EVENT
118861 MEASUREMENT_EVENT
118860 MEASUREMENT_EVENT
117766 MEASUREMENT_EVENT
117762 MEASUREMENT_EVENT
117888 MEASUREMENT_EVENT
117866 MEASUREMENT_EVENT
117889 MEASUREMENT_EVENT
117769 MEASUREMENT_EVENT
117878 MEASUREMENT_EVENT
117896 MEASUREMENT_EVENT
117818 MEASUREMENT_EVENT
117895 MEASUREMENT_EVENT
117744 MEASUREMENT_EVENT
