0
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
FIN
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
TREATMENT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
FIN
FIN
FIN
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
FIN
FIN
FIN
FIN
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
VISIT_EVENT
FIN
FIN
FIN
VISIT_EVENT
FIN
VISIT_EVENT
VISIT_EVENT
FIN
VISIT_EVENT
